Experiment_ID,Cell_Line,Concentration,Exposure_Time,ROS,LDH,Apoptosis,Cell_Viability,Toxicity_Score,IC50,Safe_Range
EXP-ZNO-03951,HeLa,159.02,24,72.45,62.51,60.05,13.64,76.05,45.0,0 - 20.25
EXP-ZNO-03952,HEK293,84.3,48,41.55,43.46,35.38,36.66,44.04,47.08,0 - 21.18
EXP-ZNO-03953,HEK293,22.93,6,0.0,10.83,0.11,96.89,2.72,97.47,0 - 43.86
EXP-ZNO-03954,HEK293,29.59,48,22.53,27.17,15.18,69.52,22.18,47.08,0 - 21.18
EXP-ZNO-03955,Caco-2,192.12,6,67.59,59.62,51.72,16.9,68.18,81.23,0 - 36.55
EXP-ZNO-03956,HeLa,46.56,12,36.21,33.13,35.05,58.32,38.31,57.36,0 - 25.81
EXP-ZNO-03957,NIH-3T3,94.22,48,46.46,42.92,41.72,29.38,45.84,51.0,0 - 22.95
EXP-ZNO-03958,MCF-7,164.11,72,89.27,85.46,82.54,7.8,111.44,23.83,0 - 10.72
EXP-ZNO-03959,Caco-2,185.91,24,67.97,59.12,61.85,13.64,71.17,50.0,0 - 22.5
EXP-ZNO-03960,PC12,174.19,6,81.76,74.2,70.08,15.34,92.37,64.98,0 - 29.24
EXP-ZNO-03961,Caco-2,131.77,12,61.23,58.53,52.13,20.74,65.05,63.73,0 - 28.68
EXP-ZNO-03962,NIH-3T3,13.28,12,2.16,9.37,5.87,94.6,4.33,82.85,0 - 37.28
EXP-ZNO-03963,Caco-2,163.59,12,73.08,59.04,51.15,16.78,69.12,63.73,0 - 28.68
EXP-ZNO-03964,Jurkat,21.98,12,31.64,28.13,28.95,73.1,36.84,38.24,0 - 17.21
EXP-ZNO-03965,HEK293,181.93,24,69.99,53.02,52.66,10.37,63.47,60.0,0 - 27.0
EXP-ZNO-03966,Jurkat,52.2,72,89.92,79.58,80.11,16.7,108.66,20.42,0 - 9.19
EXP-ZNO-03967,Caco-2,89.62,24,50.01,44.41,53.26,30.08,56.63,50.0,0 - 22.5
EXP-ZNO-03968,PC12,99.56,12,80.31,67.53,65.25,20.99,86.81,50.98,0 - 22.94
EXP-ZNO-03969,PC12,129.94,6,68.55,64.59,61.84,25.42,80.46,64.98,0 - 29.24
EXP-ZNO-03970,A549,35.32,24,50.67,32.82,43.34,53.79,53.6,38.0,0 - 17.1
EXP-ZNO-03971,PC12,78.98,12,71.72,54.9,60.65,29.84,76.77,50.98,0 - 22.94
EXP-ZNO-03972,PC12,107.41,12,72.33,62.16,56.14,25.54,79.86,50.98,0 - 22.94
EXP-ZNO-03973,HEK293,34.89,12,18.37,20.77,15.33,71.77,19.72,76.47,0 - 34.41
EXP-ZNO-03974,HEK293,185.38,72,69.35,59.81,53.97,8.16,65.33,40.85,0 - 18.38
EXP-ZNO-03975,MCF-7,143.82,48,100.0,86.51,82.26,6.26,115.23,27.46,0 - 12.36
EXP-ZNO-03976,MCF-7,53.12,72,77.0,69.69,59.09,25.23,90.13,23.83,0 - 10.72
EXP-ZNO-03977,Caco-2,36.77,24,30.34,28.62,25.93,61.55,31.8,50.0,0 - 22.5
EXP-ZNO-03978,Caco-2,76.62,48,62.58,56.28,50.79,22.05,64.17,39.23,0 - 17.65
EXP-ZNO-03979,HeLa,160.18,72,75.05,72.21,63.03,10.01,80.29,30.64,0 - 13.79
EXP-ZNO-03980,Caco-2,132.56,72,61.42,62.08,57.93,16.64,68.37,34.04,0 - 15.32
EXP-ZNO-03981,Caco-2,60.53,24,48.19,46.56,42.33,41.33,49.69,50.0,0 - 22.5
EXP-ZNO-03982,PC12,71.21,6,54.18,42.04,48.27,44.34,60.04,64.98,0 - 29.24
EXP-ZNO-03983,CHO,158.55,6,50.82,52.4,40.28,31.85,52.33,89.35,0 - 40.21
EXP-ZNO-03984,HeLa,178.05,48,78.16,75.97,63.07,6.99,82.99,35.31,0 - 15.89
EXP-ZNO-03985,NIH-3T3,143.62,24,50.62,41.28,40.4,23.93,48.33,65.0,0 - 29.25
EXP-ZNO-03986,A549,5.77,12,6.52,8.03,8.17,90.37,10.26,48.43,0 - 21.79
EXP-ZNO-03987,HepG2,68.47,72,80.8,70.18,66.82,13.51,83.95,28.59,0 - 12.87
EXP-ZNO-03988,MCF-7,20.68,72,51.56,43.53,39.0,55.94,55.9,23.83,0 - 10.72
EXP-ZNO-03989,A549,174.19,24,94.28,82.17,77.77,5.0,108.42,38.0,0 - 17.1
EXP-ZNO-03990,CHO,25.25,72,18.05,13.27,14.66,74.63,18.44,37.44,0 - 16.85
EXP-ZNO-03991,HEK293,15.78,24,3.6,6.62,5.15,87.34,7.49,60.0,0 - 27.0
EXP-ZNO-03992,HeLa,192.74,24,77.45,68.26,65.41,8.04,81.52,45.0,0 - 20.25
EXP-ZNO-03993,A549,154.22,48,89.74,76.17,75.99,9.54,103.2,29.81,0 - 13.42
EXP-ZNO-03994,HepG2,121.7,72,74.54,61.96,59.89,16.33,78.77,28.59,0 - 12.87
EXP-ZNO-03995,CHO,21.12,6,0.93,2.98,4.39,98.22,1.96,89.35,0 - 40.21
EXP-ZNO-03996,PC12,122.56,24,86.48,81.09,72.47,10.5,97.84,40.0,0 - 18.0
EXP-ZNO-03997,HEK293,163.84,48,69.27,56.28,48.5,9.77,63.48,47.08,0 - 21.18
EXP-ZNO-03998,HeLa,139.75,24,74.61,65.22,67.15,14.03,77.76,45.0,0 - 20.25
EXP-ZNO-03999,HEK293,62.41,6,21.47,19.75,14.43,73.11,19.44,97.47,0 - 43.86
EXP-ZNO-04000,Jurkat,71.96,48,86.16,78.61,71.97,19.38,104.17,23.54,0 - 10.59
EXP-ZNO-04001,MCF-7,198.27,48,100.0,86.06,85.12,5.0,116.47,27.46,0 - 12.36
EXP-ZNO-04002,Jurkat,45.26,6,56.33,49.95,46.63,50.56,65.61,48.74,0 - 21.93
EXP-ZNO-04003,Jurkat,146.01,72,100.0,98.89,89.07,5.0,124.4,20.42,0 - 9.19
EXP-ZNO-04004,NIH-3T3,87.45,6,26.62,27.48,23.46,55.22,28.28,105.59,0 - 47.52
EXP-ZNO-04005,A549,82.73,72,85.66,75.93,75.1,9.93,101.79,25.87,0 - 11.64
EXP-ZNO-04006,Jurkat,99.01,12,89.47,77.16,75.28,19.31,105.44,38.24,0 - 17.21
EXP-ZNO-04007,HepG2,125.41,6,56.68,52.87,50.59,32.1,63.85,68.23,0 - 30.7
EXP-ZNO-04008,Jurkat,47.32,24,74.6,68.82,61.67,32.23,88.89,30.0,0 - 13.5
EXP-ZNO-04009,CHO,126.38,48,64.64,61.57,52.62,19.39,63.33,43.15,0 - 19.42
EXP-ZNO-04010,A549,55.65,6,53.13,41.36,42.13,51.09,57.13,61.73,0 - 27.78
EXP-ZNO-04011,HeLa,15.65,12,15.21,8.94,11.6,82.37,14.94,57.36,0 - 25.81
EXP-ZNO-04012,HEK293,120.25,24,48.25,42.65,39.2,34.06,46.66,60.0,0 - 27.0
EXP-ZNO-04013,PC12,131.64,72,93.52,79.99,70.67,7.21,100.85,27.23,0 - 12.25
EXP-ZNO-04014,NIH-3T3,119.64,24,53.36,47.28,42.79,25.17,49.28,65.0,0 - 29.25
EXP-ZNO-04015,HepG2,183.33,72,78.97,76.59,69.47,5.0,89.46,28.59,0 - 12.87
EXP-ZNO-04016,HeLa,83.97,6,48.5,37.84,37.1,43.88,49.0,73.1,0 - 32.9
EXP-ZNO-04017,CHO,47.08,48,44.2,34.09,37.55,46.95,41.5,43.15,0 - 19.42
EXP-ZNO-04018,NIH-3T3,118.95,12,43.65,40.44,39.27,31.75,43.85,82.85,0 - 37.28
EXP-ZNO-04019,MCF-7,193.02,6,92.69,81.22,73.71,11.73,107.39,56.86,0 - 25.59
EXP-ZNO-04020,HepG2,173.71,48,79.92,67.1,66.84,10.07,85.09,32.95,0 - 14.83
EXP-ZNO-04021,Jurkat,198.71,48,94.77,84.48,76.87,9.92,114.66,23.54,0 - 10.59
EXP-ZNO-04022,PC12,73.48,12,68.58,72.65,55.15,28.76,78.78,50.98,0 - 22.94
EXP-ZNO-04023,Jurkat,108.71,24,95.81,92.74,85.17,10.06,118.06,30.0,0 - 13.5
EXP-ZNO-04024,MCF-7,197.34,12,88.92,82.26,78.86,10.94,108.1,44.61,0 - 20.07
EXP-ZNO-04025,Caco-2,40.2,48,46.56,32.35,29.76,51.06,40.94,39.23,0 - 17.65
EXP-ZNO-04026,Caco-2,49.91,24,42.13,32.15,30.74,52.55,39.51,50.0,0 - 22.5
EXP-ZNO-04027,CHO,119.55,72,70.25,60.63,54.05,12.41,67.54,37.44,0 - 16.85
EXP-ZNO-04028,HepG2,146.23,48,69.53,68.08,63.88,13.5,80.8,32.95,0 - 14.83
EXP-ZNO-04029,NIH-3T3,100.75,24,44.97,35.45,37.73,36.95,41.2,65.0,0 - 29.25
EXP-ZNO-04030,HepG2,113.09,72,78.48,73.92,69.74,10.81,85.93,28.59,0 - 12.87
EXP-ZNO-04031,Caco-2,189.37,48,77.44,65.49,58.69,7.44,76.38,39.23,0 - 17.65
EXP-ZNO-04032,HEK293,168.15,6,48.58,44.26,39.38,30.91,48.29,97.47,0 - 43.86
EXP-ZNO-04033,HEK293,71.54,12,45.85,32.87,29.19,50.52,36.74,76.47,0 - 34.41
EXP-ZNO-04034,MCF-7,89.14,24,80.11,71.82,64.16,22.16,94.17,35.0,0 - 15.75
EXP-ZNO-04035,HEK293,30.0,48,28.78,16.84,21.43,68.32,23.24,47.08,0 - 21.18
EXP-ZNO-04036,HEK293,8.23,24,9.54,6.9,4.4,86.24,8.91,60.0,0 - 27.0
EXP-ZNO-04037,A549,11.56,6,11.59,4.94,5.08,90.32,10.39,61.73,0 - 27.78
EXP-ZNO-04038,Caco-2,172.05,72,75.32,64.78,64.9,7.37,76.79,34.04,0 - 15.32
EXP-ZNO-04039,Jurkat,24.37,72,65.89,55.3,53.18,38.7,78.13,20.42,0 - 9.19
EXP-ZNO-04040,HepG2,174.49,72,81.5,72.07,69.82,5.0,89.34,28.59,0 - 12.87
EXP-ZNO-04041,HeLa,71.46,6,42.86,36.99,42.23,50.47,45.22,73.1,0 - 32.9
EXP-ZNO-04042,HEK293,177.19,12,58.86,55.15,47.99,19.09,57.54,76.47,0 - 34.41
EXP-ZNO-04043,NIH-3T3,134.98,48,56.16,56.58,48.42,13.71,56.1,51.0,0 - 22.95
EXP-ZNO-04044,PC12,129.82,72,89.06,73.74,69.6,11.83,95.91,27.23,0 - 12.25
EXP-ZNO-04045,PC12,190.85,6,70.64,68.63,63.61,21.75,84.05,64.98,0 - 29.24
EXP-ZNO-04046,MCF-7,188.9,24,100.0,90.98,84.94,5.0,117.36,35.0,0 - 15.75
EXP-ZNO-04047,HEK293,21.28,48,26.08,25.82,15.61,69.0,22.89,47.08,0 - 21.18
EXP-ZNO-04048,NIH-3T3,162.57,12,49.23,47.73,36.81,27.4,47.06,82.85,0 - 37.28
EXP-ZNO-04049,Jurkat,30.35,6,37.62,27.9,24.98,68.04,40.87,48.74,0 - 21.93
EXP-ZNO-04050,Jurkat,24.24,6,26.5,22.53,19.95,78.81,28.95,48.74,0 - 21.93
EXP-ZNO-04051,Caco-2,64.31,6,35.53,27.46,29.91,55.79,35.93,81.23,0 - 36.55
EXP-ZNO-04052,HEK293,143.44,6,43.54,42.7,37.98,33.81,45.82,97.47,0 - 43.86
EXP-ZNO-04053,Jurkat,114.82,48,97.84,87.65,83.49,8.45,118.32,23.54,0 - 10.59
EXP-ZNO-04054,HepG2,113.11,72,82.5,76.06,68.43,11.01,86.8,28.59,0 - 12.87
EXP-ZNO-04055,NIH-3T3,79.56,72,40.08,42.77,37.35,28.88,44.48,44.25,0 - 19.91
EXP-ZNO-04056,HEK293,19.98,72,11.72,7.47,15.44,78.24,14.16,40.85,0 - 18.38
EXP-ZNO-04057,HeLa,5.76,72,4.85,0.81,3.67,92.8,5.24,30.64,0 - 13.79
EXP-ZNO-04058,HEK293,172.29,24,69.61,58.75,50.14,10.51,63.75,60.0,0 - 27.0
EXP-ZNO-04059,Jurkat,165.25,12,100.0,86.77,86.63,5.0,121.56,38.24,0 - 17.21
EXP-ZNO-04060,A549,93.48,72,86.29,83.97,72.59,13.42,100.84,25.87,0 - 11.64
EXP-ZNO-04061,Caco-2,181.95,24,72.76,68.94,61.51,6.49,76.83,50.0,0 - 22.5
EXP-ZNO-04062,NIH-3T3,97.65,12,40.33,27.7,28.05,41.28,36.63,82.85,0 - 37.28
EXP-ZNO-04063,A549,70.06,24,71.83,65.39,64.55,25.82,85.14,38.0,0 - 17.1
EXP-ZNO-04064,HepG2,132.36,48,80.09,75.8,63.83,9.74,86.2,32.95,0 - 14.83
EXP-ZNO-04065,HEK293,87.56,12,37.66,37.39,32.84,42.65,39.73,76.47,0 - 34.41
EXP-ZNO-04066,A549,183.33,12,90.5,67.93,73.15,15.48,97.83,48.43,0 - 21.79
EXP-ZNO-04067,CHO,115.54,12,47.01,42.56,42.9,35.53,49.01,70.1,0 - 31.55
EXP-ZNO-04068,MCF-7,157.27,48,100.0,87.39,80.45,5.0,115.84,27.46,0 - 12.36
EXP-ZNO-04069,MCF-7,65.76,24,75.41,74.79,64.11,23.51,92.7,35.0,0 - 15.75
EXP-ZNO-04070,HeLa,198.53,24,77.44,70.54,58.55,7.99,80.86,45.0,0 - 20.25
EXP-ZNO-04071,HEK293,24.3,48,25.36,14.37,13.94,74.2,18.89,47.08,0 - 21.18
EXP-ZNO-04072,MCF-7,46.06,72,77.74,70.16,68.67,23.28,93.42,23.83,0 - 10.72
EXP-ZNO-04073,A549,98.85,12,76.95,68.81,55.72,28.51,83.78,48.43,0 - 21.79
EXP-ZNO-04074,PC12,25.84,6,13.32,15.26,22.33,84.81,18.28,64.98,0 - 29.24
EXP-ZNO-04075,A549,6.9,12,5.3,0.0,1.4,97.33,3.13,48.43,0 - 21.79
EXP-ZNO-04076,CHO,35.75,48,30.08,34.11,26.75,57.72,32.66,43.15,0 - 19.42
EXP-ZNO-04077,Caco-2,12.04,72,16.77,15.16,11.99,85.0,14.18,34.04,0 - 15.32
EXP-ZNO-04078,NIH-3T3,103.81,48,53.75,45.76,38.18,30.39,46.52,51.0,0 - 22.95
EXP-ZNO-04079,CHO,105.78,72,60.03,56.27,50.27,15.79,63.08,37.44,0 - 16.85
EXP-ZNO-04080,HepG2,136.97,72,84.03,77.22,73.44,6.32,90.56,28.59,0 - 12.87
EXP-ZNO-04081,A549,38.93,6,33.73,27.28,29.92,67.02,38.18,61.73,0 - 27.78
EXP-ZNO-04082,CHO,10.0,12,9.06,6.2,1.15,94.22,5.22,70.1,0 - 31.55
EXP-ZNO-04083,CHO,37.91,24,24.17,25.39,22.37,60.2,28.71,55.0,0 - 24.75
EXP-ZNO-04084,HeLa,120.16,24,68.14,59.31,50.05,25.04,67.51,45.0,0 - 20.25
EXP-ZNO-04085,A549,139.18,6,77.64,72.02,65.04,19.76,91.45,61.73,0 - 27.78
EXP-ZNO-04086,NIH-3T3,108.02,72,55.97,50.39,51.92,15.09,55.2,44.25,0 - 19.91
EXP-ZNO-04087,HepG2,90.25,24,72.46,60.42,56.57,20.85,75.2,42.0,0 - 18.9
EXP-ZNO-04088,HepG2,139.62,72,85.25,74.15,72.69,5.0,90.9,28.59,0 - 12.87
EXP-ZNO-04089,NIH-3T3,163.34,72,62.13,53.26,52.05,8.47,59.19,44.25,0 - 19.91
EXP-ZNO-04090,HeLa,45.72,12,41.79,45.92,32.36,52.42,43.89,57.36,0 - 25.81
EXP-ZNO-04091,CHO,102.37,72,68.92,60.31,56.25,13.8,66.93,37.44,0 - 16.85
EXP-ZNO-04092,A549,13.59,24,8.71,9.02,13.87,86.79,14.14,38.0,0 - 17.1
EXP-ZNO-04093,A549,85.11,6,60.68,49.05,43.95,42.16,66.01,61.73,0 - 27.78
EXP-ZNO-04094,HepG2,116.31,24,81.0,65.24,65.18,13.68,82.87,42.0,0 - 18.9
EXP-ZNO-04095,A549,149.1,72,89.77,78.73,79.2,10.82,103.48,25.87,0 - 11.64
EXP-ZNO-04096,HeLa,108.93,24,64.6,58.34,54.41,19.85,69.91,45.0,0 - 20.25
EXP-ZNO-04097,CHO,148.93,12,58.1,44.75,43.51,24.29,56.44,70.1,0 - 31.55
EXP-ZNO-04098,A549,125.28,72,93.31,85.01,77.55,5.0,108.66,25.87,0 - 11.64
EXP-ZNO-04099,HeLa,115.46,12,66.14,57.32,57.0,24.28,68.24,57.36,0 - 25.81
EXP-ZNO-04100,A549,8.8,6,2.48,0.0,0.0,96.73,2.56,61.73,0 - 27.78
EXP-ZNO-04101,CHO,152.99,48,69.3,61.28,55.34,15.09,66.43,43.15,0 - 19.42
EXP-ZNO-04102,CHO,14.13,12,6.49,9.15,8.69,85.23,10.22,70.1,0 - 31.55
EXP-ZNO-04103,CHO,168.53,6,59.29,54.85,50.0,26.09,58.09,89.35,0 - 40.21
EXP-ZNO-04104,HEK293,161.63,48,67.81,57.86,56.75,10.07,64.36,47.08,0 - 21.18
EXP-ZNO-04105,Jurkat,192.12,48,100.0,95.86,83.68,5.0,122.76,23.54,0 - 10.59
EXP-ZNO-04106,A549,178.01,24,98.89,85.8,84.7,6.54,110.5,38.0,0 - 17.1
EXP-ZNO-04107,HeLa,57.67,24,49.39,43.18,35.0,43.28,49.96,45.0,0 - 20.25
EXP-ZNO-04108,PC12,0.75,72,2.12,3.83,0.0,98.33,2.11,27.23,0 - 12.25
EXP-ZNO-04109,HEK293,194.32,72,61.36,50.71,43.84,14.69,58.74,40.85,0 - 18.38
EXP-ZNO-04110,NIH-3T3,99.6,6,32.35,27.84,26.64,49.29,32.0,105.59,0 - 47.52
EXP-ZNO-04111,HepG2,58.95,72,61.81,58.08,61.36,18.97,74.33,28.59,0 - 12.87
EXP-ZNO-04112,Jurkat,103.28,12,100.0,80.04,77.25,13.85,112.67,38.24,0 - 17.21
EXP-ZNO-04113,HEK293,173.08,24,62.88,53.79,49.03,14.06,60.32,60.0,0 - 27.0
EXP-ZNO-04114,HeLa,181.77,48,72.45,61.83,62.81,10.26,78.06,35.31,0 - 15.89
EXP-ZNO-04115,Jurkat,107.62,6,88.39,71.5,68.84,25.54,98.75,48.74,0 - 21.93
EXP-ZNO-04116,MCF-7,156.77,12,94.46,83.02,75.66,10.77,109.14,44.61,0 - 20.07
EXP-ZNO-04117,HepG2,62.46,6,46.47,37.09,35.2,51.4,46.66,68.23,0 - 30.7
EXP-ZNO-04118,NIH-3T3,127.63,6,30.71,37.0,26.85,45.86,34.23,105.59,0 - 47.52
EXP-ZNO-04119,HepG2,30.83,48,34.66,36.04,31.96,57.54,40.28,32.95,0 - 14.83
EXP-ZNO-04120,A549,106.7,48,98.48,85.44,83.08,6.74,109.92,29.81,0 - 13.42
EXP-ZNO-04121,NIH-3T3,99.02,12,40.81,40.79,32.77,41.31,38.83,82.85,0 - 37.28
EXP-ZNO-04122,HeLa,179.97,48,73.29,68.88,63.45,6.62,81.2,35.31,0 - 15.89
EXP-ZNO-04123,HeLa,79.95,48,75.81,63.3,57.64,17.94,74.33,35.31,0 - 15.89
EXP-ZNO-04124,A549,18.16,72,39.07,28.53,26.2,66.37,39.41,25.87,0 - 11.64
EXP-ZNO-04125,CHO,113.45,72,67.17,56.86,52.06,18.95,63.27,37.44,0 - 16.85
EXP-ZNO-04126,MCF-7,97.28,6,72.93,73.77,63.5,30.27,87.55,56.86,0 - 25.59
EXP-ZNO-04127,MCF-7,117.47,6,81.68,73.66,69.61,22.57,95.68,56.86,0 - 25.59
EXP-ZNO-04128,CHO,189.75,72,75.02,69.29,57.53,5.0,73.37,37.44,0 - 16.85
EXP-ZNO-04129,Jurkat,195.08,12,100.0,92.23,84.26,5.79,121.65,38.24,0 - 17.21
EXP-ZNO-04130,HEK293,124.02,12,51.19,43.33,46.29,33.73,48.29,76.47,0 - 34.41
EXP-ZNO-04131,HEK293,69.1,72,46.52,45.04,45.78,27.68,50.22,40.85,0 - 18.38
EXP-ZNO-04132,HEK293,80.14,6,25.36,27.92,25.97,55.23,30.21,97.47,0 - 43.86
EXP-ZNO-04133,PC12,159.87,24,78.4,78.24,71.01,15.26,92.5,40.0,0 - 18.0
EXP-ZNO-04134,MCF-7,160.07,72,100.0,87.85,85.87,7.55,115.35,23.83,0 - 10.72
EXP-ZNO-04135,Jurkat,63.39,24,88.61,77.91,74.14,20.68,104.25,30.0,0 - 13.5
EXP-ZNO-04136,HepG2,103.29,72,84.24,67.87,65.84,9.48,86.27,28.59,0 - 12.87
EXP-ZNO-04137,A549,39.81,48,73.43,58.56,63.74,34.34,79.03,29.81,0 - 13.42
EXP-ZNO-04138,NIH-3T3,155.42,48,63.34,48.26,46.63,13.11,56.28,51.0,0 - 22.95
EXP-ZNO-04139,NIH-3T3,152.09,24,56.38,36.55,43.27,21.68,49.93,65.0,0 - 29.25
EXP-ZNO-04140,PC12,193.18,12,84.69,71.64,64.55,16.02,91.26,50.98,0 - 22.94
EXP-ZNO-04141,Caco-2,63.53,72,62.32,52.1,49.47,25.1,61.89,34.04,0 - 15.32
EXP-ZNO-04142,MCF-7,46.62,48,64.22,63.98,58.67,34.18,80.19,27.46,0 - 12.36
EXP-ZNO-04143,CHO,99.02,12,49.17,52.42,38.06,36.38,49.69,70.1,0 - 31.55
EXP-ZNO-04144,HEK293,137.95,48,58.34,41.92,50.94,20.55,55.52,47.08,0 - 21.18
EXP-ZNO-04145,NIH-3T3,77.61,48,46.85,45.11,38.2,28.81,45.97,51.0,0 - 22.95
EXP-ZNO-04146,PC12,124.41,72,94.94,79.21,79.75,5.0,103.88,27.23,0 - 12.25
EXP-ZNO-04147,Caco-2,153.24,48,82.25,69.25,63.36,5.0,79.65,39.23,0 - 17.65
EXP-ZNO-04148,MCF-7,107.97,48,90.03,85.15,77.02,12.91,107.35,27.46,0 - 12.36
EXP-ZNO-04149,HeLa,86.31,6,46.88,40.27,38.94,41.19,50.66,73.1,0 - 32.9
EXP-ZNO-04150,HeLa,129.89,12,69.53,62.55,60.01,12.97,75.81,57.36,0 - 25.81
EXP-ZNO-04151,HepG2,129.18,24,74.14,67.44,66.48,14.09,81.76,42.0,0 - 18.9
EXP-ZNO-04152,Jurkat,107.36,6,86.22,77.09,70.38,23.72,100.76,48.74,0 - 21.93
EXP-ZNO-04153,HEK293,185.61,24,68.86,62.92,51.58,7.07,65.8,60.0,0 - 27.0
EXP-ZNO-04154,CHO,20.68,12,20.63,8.32,13.92,80.23,15.61,70.1,0 - 31.55
EXP-ZNO-04155,PC12,187.34,24,88.63,74.37,70.58,8.85,97.8,40.0,0 - 18.0
EXP-ZNO-04156,HepG2,85.32,12,60.5,54.39,52.18,30.17,66.15,53.53,0 - 24.09
EXP-ZNO-04157,MCF-7,170.01,48,97.16,78.01,86.83,5.0,114.57,27.46,0 - 12.36
EXP-ZNO-04158,Caco-2,40.54,48,34.32,34.11,31.77,51.46,38.97,39.23,0 - 17.65
EXP-ZNO-04159,CHO,9.23,6,2.12,0.0,0.2,100.0,0.41,89.35,0 - 40.21
EXP-ZNO-04160,HepG2,190.37,6,68.79,68.12,63.3,14.07,80.26,68.23,0 - 30.7
EXP-ZNO-04161,HepG2,111.12,48,76.15,68.49,60.04,12.78,82.03,32.95,0 - 14.83
EXP-ZNO-04162,Caco-2,133.0,6,54.19,57.55,45.14,29.32,58.5,81.23,0 - 36.55
EXP-ZNO-04163,HEK293,116.51,72,66.94,56.45,60.34,5.62,66.38,40.85,0 - 18.38
EXP-ZNO-04164,HEK293,147.67,24,60.32,53.21,53.2,17.4,58.93,60.0,0 - 27.0
EXP-ZNO-04165,HepG2,26.94,12,26.32,23.03,21.53,73.66,26.37,53.53,0 - 24.09
EXP-ZNO-04166,MCF-7,141.87,6,89.57,81.89,76.49,16.41,104.33,56.86,0 - 25.59
EXP-ZNO-04167,Caco-2,106.0,6,52.12,46.39,39.79,36.37,52.41,81.23,0 - 36.55
EXP-ZNO-04168,Caco-2,8.62,6,6.6,10.21,2.84,95.16,5.41,81.23,0 - 36.55
EXP-ZNO-04169,Caco-2,111.8,12,64.11,56.54,53.12,21.53,65.08,63.73,0 - 28.68
EXP-ZNO-04170,HepG2,62.61,24,57.79,55.0,53.67,29.84,66.09,42.0,0 - 18.9
EXP-ZNO-04171,PC12,179.22,12,89.03,83.63,70.17,6.62,100.7,50.98,0 - 22.94
EXP-ZNO-04172,NIH-3T3,1.52,72,0.0,6.38,5.42,97.62,2.37,44.25,0 - 19.91
EXP-ZNO-04173,MCF-7,80.21,12,64.38,64.82,58.85,31.16,82.31,44.61,0 - 20.07
EXP-ZNO-04174,HEK293,123.31,48,59.48,55.16,45.92,16.53,58.47,47.08,0 - 21.18
EXP-ZNO-04175,HepG2,118.65,48,69.32,66.7,61.43,11.93,80.97,32.95,0 - 14.83
EXP-ZNO-04176,NIH-3T3,62.74,24,34.26,29.37,26.76,48.39,32.86,65.0,0 - 29.25
EXP-ZNO-04177,MCF-7,39.01,6,49.45,36.72,39.01,57.71,52.99,56.86,0 - 25.59
EXP-ZNO-04178,NIH-3T3,101.26,48,63.55,56.44,41.91,19.38,54.22,51.0,0 - 22.95
EXP-ZNO-04179,Jurkat,26.95,48,63.39,61.64,55.36,43.66,75.92,23.54,0 - 10.59
EXP-ZNO-04180,NIH-3T3,15.34,72,13.26,8.74,7.94,86.8,9.4,44.25,0 - 19.91
EXP-ZNO-04181,NIH-3T3,189.11,48,59.84,50.27,50.43,15.16,55.59,51.0,0 - 22.95
EXP-ZNO-04182,HEK293,128.08,12,48.16,41.97,43.91,30.82,48.54,76.47,0 - 34.41
EXP-ZNO-04183,PC12,163.26,24,92.23,78.01,64.25,10.56,97.18,40.0,0 - 18.0
EXP-ZNO-04184,MCF-7,131.7,12,91.61,79.55,75.04,18.22,103.0,44.61,0 - 20.07
EXP-ZNO-04185,HeLa,67.98,24,50.09,46.04,50.02,34.91,56.97,45.0,0 - 20.25
EXP-ZNO-04186,MCF-7,112.1,24,89.35,89.11,77.54,10.62,109.45,35.0,0 - 15.75
EXP-ZNO-04187,A549,49.78,72,71.72,65.69,54.38,28.85,81.52,25.87,0 - 11.64
EXP-ZNO-04188,HepG2,180.81,24,79.14,67.33,67.25,14.35,82.78,42.0,0 - 18.9
EXP-ZNO-04189,PC12,159.63,6,83.98,71.63,67.99,14.37,92.64,64.98,0 - 29.24
EXP-ZNO-04190,Caco-2,47.33,12,27.09,27.13,24.97,64.37,29.5,63.73,0 - 28.68
EXP-ZNO-04191,NIH-3T3,60.3,6,19.52,17.0,7.58,77.6,15.03,105.59,0 - 47.52
EXP-ZNO-04192,Caco-2,123.43,6,50.52,51.49,50.17,32.92,55.95,81.23,0 - 36.55
EXP-ZNO-04193,CHO,114.12,48,62.97,55.59,50.8,18.53,62.36,43.15,0 - 19.42
EXP-ZNO-04194,HEK293,28.59,24,9.76,18.32,10.48,76.66,15.25,60.0,0 - 27.0
EXP-ZNO-04195,HEK293,3.13,12,0.25,6.55,0.0,97.13,2.1,76.47,0 - 34.41
EXP-ZNO-04196,PC12,103.14,12,76.35,67.37,65.06,22.93,84.72,50.98,0 - 22.94
EXP-ZNO-04197,PC12,5.61,12,0.0,0.0,0.63,99.4,0.45,50.98,0 - 22.94
EXP-ZNO-04198,HeLa,199.31,48,77.17,69.74,65.39,5.0,83.2,35.31,0 - 15.89
EXP-ZNO-04199,MCF-7,51.59,12,49.91,46.6,40.21,48.67,60.84,44.61,0 - 20.07
EXP-ZNO-04200,HeLa,161.8,48,81.0,65.5,64.71,8.78,81.34,35.31,0 - 15.89
EXP-ZNO-04201,MCF-7,55.25,6,57.5,53.14,41.49,50.11,63.3,56.86,0 - 25.59
EXP-ZNO-04202,HEK293,35.11,24,22.71,20.89,18.0,67.37,22.69,60.0,0 - 27.0
